ShowId,artist,title,album
61,Beatles,"It Won't Be Long","With The Beatles"
61,Hollies,"Pay You Back With Interest","30th Anniversary Collection 1963-1993"
61,"Ray Charles","Don't Set Me Free",Anthology
61,"Van Morrison","Youth Of 1,000 Summers",Enlightenment
61,Them,"Here Comes The Night","Them Featuring Van Morrison"
61,"Dave Clark Five","Do You Love Me","The History Of The Dave Clark Five"
61,"John Lennon","Ain't That A Shame","Goin' Home: A Tribute To Fats Domino"
61,"Rolling Stones","I'm A King Bee","England's Newest Hit Makers"
61,Searchers,"Bumble Bee","The Very Best of The Searcher"
61,"King Floyd","I Really Love You","Choice Cuts"
61,"Mary Wells","You Beat Me To The Punch","The In Crowd: Ultimate Mod Collection 1958-1967"
61,"Howlin' Wolf","Hidden Charms","His Best"
61,"Freddie King","In The Open","The Very Best of Freddie King, Volume 1"
61,"Fats Domino","I'm Gonna Be A Wheel Someday","Walking To New Orleans "
61,"Barrett Strong","Money (That's What I Want)","Hitsville USA - The Motown Singles Collection 1959-1971"
61,Quik,"Bert's Apple Crumble","The In Crowd: Ultimate Mod Collection 1958-1967"
62,"Ray Charles","I Don't Need No Doctor",Anthology
62,"Jimmy Reed","Shame, Shame, Shame,","The Best of The Vee-Jay Years"
62,"John Mayall","Little Girl","Bluesbreakers with Eric Clapton"
62,"Albert King","That's What The Blues is All About","The Very Best of Albert King"
62,"Manfred Mann","Bring It To Jerome","The Manfred Mann Album / My Little Red Book Of Winners"
62,Marvelettes,"Beechwood 4-5789","The Best of The Marvelettes: 20th Century Masters"
62,"Dave ""Baby"" Cortez","The Happy Organ","Rock Instrumental Classics, Volume 1: The Fifties"
62,Poco,"A Good Feelin' To Know","The Essential Poco"
62,"Rick Nelson","She Belongs To Me","The Best of Rick Nelson: 20th Century Masters"
62,Merry-Go-Round,"You're A Very Lovely Woman","Listen, Listen: The Definitive Collection"
62,Badfinger,"I'll Be The One","The Very Best of Badfinger"
62,"Dave Clark Five","Nineteen Days","The History Of The Dave Clark Five"
62,"Billy J. Kramer","From A Window","Little Children / I'll Keep You Satisfied"
62,"Gregg Allman","These Days","These Days"
62,"Ann Peebles","Come To Mama","The Best of Ann Peebles: The Hi Records Years"
62,"Chuck Willis","Hang Up My Rock & Roll Shoes","I Remember Chuck Willis / The King Of The Stroll"
62,"James Brown","I Don't Mind","Live At The Apollo (1962) Expanded Edition"
62,"Bo Diddley","I'm Looking For A Woman","His Best"
62,"Chuck Berry","No Particular Place To Go",Gold
62,"Little Walter","It Ain't Right","His Best"
63,Rockpile,"When I Write The Book","Seconds Of Pleasure"
63,"Rolling Stones",Connection,"Between The Buttons"
63,"Sam & Dave","Wrap It Up","The Very Best of Sam & Dave"
63,"Sam Cooke","Another Saturday Night","Portrait Of A Legend 1951-1964"
63,Shangri-Las," Can Never Go Home Anymore","The Best of The Shangri-Las"
63,"Sir Douglas Quintet","She's About A Mover, Nuggets: Original","Artifacts From The First Psychedelic Era 1965-1968"
63,Standells,"Sometimes Good Guys Don't Wear White","The Best of The Standells"
63,Traffic,"Pearly Queen","The Collection"
63,Traffic,"Who Knows What Tomorrow May Bring","The Collection"
63,Who,"Leaving Here","My Generation (Deluxe Edition)"
63,"Wynonie Harris","Lovin' Machine","Loud, Fast & Out of Control: The Wild Sounds of '50s Rock"
63,Yardbirds,"I Wish You Would",Ultimate!
63,Ventures,"Diamond Head","Walk-Don't Run: All-Time Greatest Hits"
63,"Rufus Thomas","Walking The Dog","Instant Party: Whole Lotta Soul"
63,"Ray Charles","Let's Go Get Stoned",Anthology
63,"Nashville Teens","Tobacco Road","Tobacco Road"
63,"Jerry Lee Lewis","Haunted House","Killer: The Mercury Years, Volume III, 1973-1977"
63,"Dale Hawkins",Susie-Q,"Rock 'N' Roll Tornado"
63,"Chuck Berry","Jaguar & Thunderbird",Gold
63,"Bill Withers","Lean On Me","The Best of Bill Withers: Lean On Me"
64,"Ray Charles","Let The Good Times Roll","The Genius of Ray Charles"
64,"George Harrison","Awaiting On You All","All Things Must Pass"
64,Move,"Message From The Country","Message From The Country"
64,Temptations,"Cloud Nine","Cloud Nine"
64,"Howlin' Wolf","Smokestack Lightning","His Best"
64,"Ike & Tina Turner","Honky Tonk Women","The Best of Ike & Tina Turner"
64,"Rolling Stones","Ride On, Baby",Flowers
64,Radiohead,Bodysnatchers,"In Rainbows"
64,"Ramsey Lewis Trio","Wade In The Water","The In Crowd: The Ultimate Mod Collection 1958-1967"
64,"Joe Cocker","Sticks And Stones","Mad Dogs & Englishmen"
64,"Johnny Rivers","Rockin' Pneumonia and The Boogie Woogie Flu","Greatest Hits"
64,"Manfred Mann","I'm Your Kingpin","Pretty Flamingo / The Five Faces of Manfred Mann"
64,"Downliners Sect","Baby What's Wrong","The Sect"
64,"Lovin' Spoonful","There She Is",Daydream
64,Coasters,"Shoppin' For Clothes","The Very Best of The Coasters"
64,"Wilson Pickett","Sould Dance Number Three","Wilson Pickett's Greatest Hits"
64,Animals,"When I Was Young",Retrospective
64,"Marvin Gaye","You're A Wonderful One","20th Century Masters: The Best of Marvin Gaye, Vol 1"
64,"Paul Revere & The Raiders","I'm Not Your Steppin' Stone","Greatest Hits"
65,"Elvis Presley","One-Sided Love Affair","Elvis 56"
65,Love,"Hey Joe","The Best of Love"
65,Byrds,"The World Turns All Around Her","Turn! Turn! Turn!"
65,"Ray Charles","You Are My Sunshine",Anthology
65,"Lovin' Spoonful","Coconut Grove","Greatest Hits"
65,"Bob Dylan","One More Night","Nashville Skyline"
65,"Eric Clapton & The Powerhouse","I Want To Know","What's Shakin'"
65,"Howlin' Wolf","Killing Floor","His Best"
65,Move,"Do Ya","Message From The Country"
65,"Everly Brothers","Love Hurts","Walk Right Back: The Everly Brothers on WB 1960 to 1969"
65,Clash,"Lost In The Supermarket","London Calling"
65,"Bobby Freeman","C'Mon And Swim","Do You Wanna Dance?"
65,"Mitch Ryder & The Detroit Wheels","Shake A Tail Feather","Rev Up: The Best of Mitch Ryder & The Detroit Wheels"
65,"Neil Young","Roll Another Number (For The Road)","Tonight's The Night"
65,"Nick Lowe","(I Love The Sound Of) Breaking Glass","Basher: The Best of Nick Lowe"
65,"Manfred Mann","Come Tomorrow","The Five Faces Of Manfred Mann"
65,Nightcrawlers,"A Basket Of Flowers","The Little Black Egg"
65,"Bo Diddley",Cadillac,"Bo Diddley Is A Gunslinger"
65,"Norah Jones",Sunrise,"Feels Like Home"
65,"Eddie Cochran","Eddie's Blues","The Best of Eddie Cochran"
66,Move,"California Man","Message From The Country"
66,Dovells,"You Can't Sit Down","The Best of Love"
66,"Rolling Stones","Good Times","Out Of Our Heads"
66,"Fleetwood Mac","I Loved Another Woman","The Best of Peter Green's Fleetwood Mac"
66,"Fleetwood Mac",Albatross,"The Best of Peter Green's Fleetwood Mac"
66,Who,"The Ox","My Generation (Deluxe Edition)"
66,"Small Faces","Here Comes The Nice","Ultimate Collection"
66,Monkeys,"Mary, Mary","More Of The Monkees"
66,"Chris Kenner","I Like It Like That, Parts 1 and 2","Land Of 1000 Dances"
66,"Neil Diamond","Solitary Man","Classics: The Early Years"
66,"Moody Blues","Go Now!","The Magnificent Moodies"
66,Creation,"How Does It Feel To Feel","We Are Paintermen"
66,"Vanilla Fudge","You Keep Me Hangin' On","Psychedelic Sundae: The Best of Vanilla Fudge"
66,Coasters,"Down In Mexico","The Very Best of The Coasters"
66,Hollies,"Just One Look","30th Anniversary Collection 1963-1993"
66,"Manfred Mann","Hubble Bubble (Toil And Trouble)","The Five Faces Of Manfred Mann"
66,"Joe Tex","Show Me","Greatest Hits"
66,Kinks,"It's All Right","The EP Collection"
66,"Larry Williams","Oh Baby","Bad Boy"
66,"Marvin Gaye","Got To Give It Up","Number 1's"
67,Monkees,"Saturday's Child","The Monkees (Deluxe Edition)"
67,Beatles,"I'll Cry Instead","A Hard Day's Night"
67,"Muddy Waters","Diamonds At Your Feet","The Anthology: 1947-1972"
67,"Jeff Beck","A Day In The Life","George Martin: In My Life"
67,"Wilson Pickett","Hey Jude","Wilson Pickett's Greatest Hits"
67,Dovells,"Do The New Continental","The Best of The Dovells: Cameo Parkway 1961-1965"
67,"Don Covay & The Goodtimers","Mercy, Mercy","Mercy! / Seesaw"
67,"Eddie Floyd","Knock On Wood","Chronicle: Greatest Hits"
67,"Elvis Presley","(Marie's The Name) His Latest Flame",Hitstory
67,"Elvis Presley","Blue Suede Shoes","Elvis 56"
67,"Tony Jackson & The Vibrations","Bye Bye Baby","Watch Your Step: The Complete Recordings 1964-1966"
67,"Fleetwood Mac","Black Magic Woman","The Best of Peter Green's Fleetwood Mac"
67,"Ron Wood","Seven Days","Bob Dylan: The 30th Anniversary Concert Celebration"
67,Faces,"Flying ","First Step"
67,"Lovin' Spoonful","Nashville Cats","Greatest Hits (Buddah)"
67,"Paul McCartney","The Pound Is Sinking","Tug Of War"
67,"Young Rascals","Slow Down","The Young Rascals"
67,"Rolling Stones","Play With Fire","Singles Collection: The London Years"
67,"Bob Seger System","2 + 2 = ?","Ramblin' Gamblin' Man"
67,"Fats Domino","I'm In Love Again","The Fats Domino Jukebox"
68,"Bob Seger System","Ramblin' Gamblin' Man","Ramblin' Gamblin' Man"
68,"Bettye Swann","Make Me Yours","Make Me Yours: Golden Classics"
68,"Bee Gees","In My Own Time","Bee Gees' 1st"
68,Badfinger,"No Matter What","No Dice"
68,Rascals,"Hold On",See
68,"Then There Were Two","Don't Fade On Me","Then There Were Two"
68,"Jimi Hendrix Experience","Gypsy Eyes","Electric Ladyland"
68,"Johnny Cash","Don't Take Your Guns To Town","Greatest Hits, Volume 1"
68,"Mink DeVille",Gunslinger,"Best of Mink DeVille"
68,"Ricky Nelson","Fools Rush In","Greatest Hits"
68,"Neil Young & Crazy Horse","Everybody Knows This Is Nowhere","Everybody Knows This Is Nowhere"
68,"Gary U.S. Bonds","Dear Lady Twist","The Very Best of Gary U.S. Bonds"
68,"Lonnie Mack",Wham!,"Rock Instrumental Classics, Volume 2: The Sixties"
68,"Otis Redding","Treat Her Right","The Soul Album"
68,"Rolling Stones","Flight 505",Aftermath
68,"Roy Orbison","Mean Woman Blues","The All-Time Greatest Hits Of Roy Orbison"
68,"Aretha Franklin","Sweet Sweet Baby (Since You've Been Gone)","The Very Best of Aretha Franklin, The ‘60s"
68,"Slim Harpo","Shake Your Hips","Bo Diddley Is A Gunslinger"
68,"Bobby ""Blue"" Bland","Farther Up The Road","Greatest Hits Vol. One - The Duke Recordings"
68,Spirit,"Mechanical World",Spirit
69,Rascals,"What Is The Reason","Anthology 1965-1972"
69,"Little Richard","True Fine Mama","The Essential"
69,"Lonnie Mack","Chicken Pickin'","Memphis Wham!"
69,Kinks,"Louie, Louie","Kinksize Session EP / The EP Collection"
69,"James Brown","Papa's Got A Brand New Bag","40th Anniversary Collection"
69,"Hound Dog Taylor","Give Me Back My Wig","Hound Dog Taylor and The HouseRockers"
69,"Eric Clapton","Bottle of Red Wine","Eric Clapton (Deluxe Edition)"
69,"Chuck Berry","Come On",Gold
69,"Chuck Berry","Johnny B. Goode",Gold
69,"Bobby ""Blue"" Bland","Don't Cry No More","Greatest Hits Vol. One - The Duke Recordings"
69,"Bob & Earl","Harlem Shuffle","The In Crowd: Ultimate Mod Collection 1958-1967"
69,Yardbirds,"I Ain't Done Wrong",Ultimate!
69,"Duane Eddy","Peter Gunn Theme","The Guitar Man"
69,"Beach Boys",Friends,"Friends / 20 / 20"
69,"Bob Dylan","I'll Be Your Baby Tonight","John Wesley Harding"
69,"Clarence ""Frogman"" Henry","Ain't Got No Home","The Best of Clarence ""Frogman"" Henry"
69,"Everly Brothers","Crying In The Rain","Walk Right Back: Everly Brothers on WB 1960 to 1969"
69,Faces,"Wicked Messenger","First Step"
69,"Jeff Buckley",Hallelujah,Grace
69,Mudcrutch,"Scare Easy",Mudcrutch
70,"Rolling Stones","Cool, Calm & Collected","Between The Buttons"
70,Rascals,"Come On Up","Anthology 1965-1972"
70,Jaynetts,"Sally Go Round The Roses","The Best of The Girl Groups,Vol. 1"
70,Who,"Mary Anne With The Shaky Hand","The Who Sell Out"
70,"Chuck Willis","Stop And Think","I Remember Chuck Willis / The King Of The Stroll"
70,"Small Faces","Grow Your Own","Ultimate Collection"
70,"Ricky Nelson","Young World","Greatest Hits"
70,Sublime,"Smoke Two Joints","The Best of Sublime: 20th Century Masters"
70,Temptations,"Psychedelic Shack",Gold
70,"Nashville Teens","Tobacco Road","Tobacco Road"
70,"Todd Rundgren","Couldn't I Just Tell You","Something / Anything?"
70,"Thunderclap Newman","Something In The Air","Easy Rider Soundtrack (Deluxe Edition)"
70,Zombies,"You Make Me Feel Good","The Singles Collection: As & Bs 1964-1969"
70,Zombies,"What More Can I Do","The Singles Collection: As & Bs 1964-1969"
70,"Ray Charles","What Kind of Man Are You","The Right Time"
70,"Johnny Burnette Trio","The Train Kept A-Rollin'","Loud, Fast & Out of Control: The Wild Sounds of '50s Rock"
70,"Jerry Lee Lewis","Highschool Confidential","25 All-Time Greatest Sun Recordings"
70,"Jeff Beck Group","Plynth (Water Down The Drain)",Beck-Ola
70,"Gram Parsons","Return of The Grievous Angel","G.P. / Grievous Angel"
70,Mudcrutch,"Lover of The Bayou",Mudcrutch
71,Sorrows,"You've Got What I Want","Take A Heart"
71,"James Brown","Out Of Sight","40th Anniversary Collection"
71,"Harry Nilsson","Jump Into The Fire","Greatest Hits"
71,"Edwin Starr",War,"Hitsville USA - The Motown Singles Collection 1959-1971"
71,Move,"California Man","Message From The Country"
71,Dovells,"You Can't Sit Down","The Best of The Dovells: Cameo Parkway 1961-1965"
71,Monkees,"Mary, Mary","The Best of The Monkees"
71,Creation,"How Does It Feel To Feel","We Are Paintermen"
71,"Vanilla Fudge","You Keep Me Hangin' On","Psychedelic Sundae: The Best of Vanilla Fudge"
71,"Fleetwood Mac","I Loved Another Woman","The Best of Peter Green's Fleetwood Mac"
71,Marvelettes,Playboy,"The Best of The Marvelettes: 20th Century Masters"
71,"Manfred Mann","Hubble Bubble (Toil And Trouble)","Down The Road Apiece: Their EMI Recordings 1963-1966"
71,"Chris Kenner","I Like It Like That Pt. 1","Land Of 1000 Dances"
71,"Howlin' Wolf",Spoonful,"His Best"
71,"Bo Diddley","Diddley Daddy","His Best"
71,"Buddy Holly","Listen To Me",Gold
71,"Buffalo Springfield","Uno Mundo","Last Time Around"
71,Byrds,"Deportee (Plane Wreck @ Los Gatos)","Ballad Of Easy Rider"
71,"Chuck Berry","Let It Rock",Gold
71,Mudcrutch,"Bootleg Flyer",Mudcrutch
72,"Wilson Pickett","I'm A Midnight Mover","Wilson Pickett's Greatest Hits"
72,"Slim Harpo","I'm A King Bee","The Best of Slim Harpo"
72,"Jerry Lee Lewis","Wild One (Real Wild Child)","Platinum & Gold Collection"
72,"Bo Diddley","Ride On Josephine","Bo Diddley Is A Gunslinger"
72,"Taj Mahal","She Caught The Katy (and Left Me A Mule To Ride)","The Essential Taj Mahal"
72,"Jimmy Smith","The Organ Grinder's Swing","Organ Grinder Swing"
72,"Van Morrison","Into The Mystic","Moondance (Deluxe Edition)"
72,"Wynonie Harris","Sittin' On It All The Time","The Best of Wynonie Harris"
72,"James Brown","Give It Up or Turnit A Loose","40th Anniversary Collection"
72,Badfinger,"I'd Die Babe","Straight Up"
72,Wallflowers,Playboy,"Bringing Down The Horse"
72,Beatles,"You Can't Do That","A Hard Day's Night"
72,"Stephen Stills","Wooden Ships","Just Roll Tape: April 26, 1968"
72,"Steve Miller Band","Steppin' Stone","Children Of The Future"
72,"Del Shannon","Handy Man","Greatest Hits"
72,"Duane Eddy","Dance With The Guitar Man","Twang Thang: The Duane Eddy Anthology"
72,"Carl Perkins / Tom Petty & The Heartbreakers",Restless,"Go Cat Go"
72,"Chuck Berry","Downbound Train",Gold
72,Mudcrutch,"Crystal River",Mudcrutch
73,Beatles,"I've Just Seen A Face",Help!
73,"Beach Boys",Marcella,"Carl & The Passions “So Tough” / Holland"
73,"Blind Faith","Well All Right","Blind Faith (Deluxe Edition)"
73,"Allman Brothers Band","Hot ‘Lanta","At Fillmore East (Deluxe Edition)"
73,"Ray Charles","Rainy Night In Georgia","The Genius Hits The Road"
73,"Frankie Miller","Be Good To Yourself","Full House"
73,"Ann Peebles","Give Me Some Credit","The Best of Ann Peebles: The Hi Records Years"
73,"Travis Wammack",Scratchy,"That Scratchy Guitar From Memphis"
73,"James & Bobby Purify","I Take What I Want","Shake A Tail Feather: The Best of James & Bobby Purify"
73,"Elvis Presley","Tutti Frutti","Elvis 56"
73,"Freddie King","You've Got To Love Her With A Feeling","Ultimate Collection"
73,"Guess Who","Albert Flasher",Anthology
73,"Sir Douglas Quintet",Isabella,"The Sir Douglas Quintet Is Back!"
73,"Stephen Stills","Bumblebee (Do You Need A Place To Hide)","Just Roll Tape: April 26, 1968"
73,"Rolling Stones","Oh Baby (We Got A Good Thing Goin')","The Rolling Stones, Now!"
73,"Jr. Walker & The All Stars","Shake And Fingerpop","The Best of Jr. Walker & The All Stars"
73,"Howlin' Wolf","How Many More Years","His Best"
73,"T-Bone Walker","Don't Leave Me Baby","No Worry Blues"
73,"P.J. Proby","Niki Hoeky","The Best of P.J. Proby: The EMI Years 1961-1972"
73,"Joe Cocker","Hitchcock Railway","The Anthology"
74,"James Brown","Good Good Lovin'","Star Time Box Set"
74,"Nick Lowe","7 Nights To Rock","Basher: The Best of Nick Lowe"
74,"Elmore James","Madison Blues","The Sky Is Crying: The History of Elmore James"
74,"Traveling Wilburys",Runaway,"Traveling Wilburys, Vol. 3"
74,"Travis Wammack","Fire Fly","That Scratchy Guitar From Memphis"
74,"John Lee Hooker",Dimples,"The Very Best of John Lee Hooker"
74,"Eddie Hinton","It's All Wrong But It's All Right","Dear Y'All: The Songwriting Sessions"
74,"Lovin' Spoonful","Darlin' Companion","Greatest Hits"
74,"Neil Young","The Losing End (When You're On)","Everybody Knows This Is Nowhere"
74,Radiohead,Just,"The Best of (Special Edition)"
74,"Sam Cooke","Jesus Gave Me Water","Portrait Of A Legend"
74,Rascals,"Please Love Me","Once Upon A Dream"
74,"Ray Charles","Unchain My Heart",Anthology
74,"Ricky Nelson","If You Can't Rock Me","Rockin' With Ricky"
74,"Rolling Stones","What To Do","More Hot Rocks (Big Hits and Fazed Cookies)"
74,Searchers,Alright,"The Definitive Pye Collection"
74,"T-Bone Walker","Strollin' With Bone","The Complete Imperial Recordings, 1950-1954"
74,"Jan & Dean","Drag City","The Complete Liberty Singles"
74,Sorrows,"I Don't Wanna Be Free","Take A Heart"
74,Beatles,"I'm Down","Past Masters, Volume 1"
75,"Rolling Stones","Not Fade Away (live)","Got Live If You Want It"
75,"Beach Boys","I Know There's An Answer","Pet Sounds"
75,Zombies,"She Does Everything For Me","The Singles A's & B's"
75,Beatles,"Bad Boy","Past Masters"
75,Gants,"Road Runner","Road Runner! The Best of The Gants"
75,"Frankie Miller","Down The Honkytonk","Full House"
75,"Beau Brummels","Just A Little","Introducing The Beau Brummels"
75,"Jesse ""Guitar"" Taylor / John X Reed","Sin Sa Shun","South Side Guitar"
75,"Creedence Clearwater Revival","Run Through The Jungle","Cosmo's Factory"
75,"Dave Clark Five","Everybody Knows (I Still Love You)","The History Of The Dave Clark Five"
75,"Dionne Warwick","Walk On By","Her All-Time Greatest Hits"
75,Faces,"Flying ","First Step"
75,Yardbirds,"Heart Full Of Soul",Ultimate!
75,"Ann Peebles","99 Pounds","The Best of Ann Peebles: The Hi Records Years"
75,"Fats Domino","Let The Four Winds Blow","Walking To New Orleans / Box Set"
75,"Sonny Boy Williamson","Help Me","His Best"
75,"Muddy Waters","All Aboard","The Anthology: 1947-1972"
75,"Gerry Rafferty","Right Down The Line","Right Down The Line: The Best of Gerry Rafferty”…."
75,"Ray Davies","Vietnam Cowboys","Working Man's Cafe"
76,"Albert Collins",Frosty,"Truckin' With Albert Collins"
76,Animals,"Bright Lights Big City","The Singles +"
76,"Albert King","Drowning On Dry Land","The Very Best of Albert King"
76,Coasters,"Run Red Run","The Very Best of The Coasters"
76,"Blind Faith","Sea Of Joy","Blind Faith (Deluxe Edition)"
76,"Steve Miller Band","Quicksilver Girl",Sailor
76,"Rolling Stones",Carol,"England's Newest Hit Makers"
76,"Dusty Springfield","Stay Awhile","The Best of Dusty Springfield"
76,NRBQ,"Still In School","Uncommon Denominators"
76,"Joe Tex","I Want To (Do Everything For You)","25 All Time Greatest Hits"
76,"Five Americans","I See The Light","The Best of The Five Americans"
76,"J.J. Cale","I'll Make Love To You Anytime","Anyway The Wind Blows - The Anthology"
76,"Junior Wells","Messin' With The Kid","Calling All Blues-The Chief, Profile & USA Recordings 1957-1963"
76,"Young Rascals","It's Love",Groovin'
76,Zombies,"Is This The Dream","Absolutely The Best"
76,"Robert Parker",Barefootin',"Barefootin' - Golden Classics"
76,Beatles,"Every Little Thing","The Capitol Albums Vol. 2"
76,"Everly Brothers","Poor Jenny","Dream…The Best of The Everly Brothers"
76,Cadets,"Stranded In The Jungle","Blowing The Fuse: 30 R & B Classics That Rocked The Jukebox in 1956"
76,"Muddy Waters","I Feel So Good","The Anthology: 1947-1972"
77,"Manfred Mann","I've Got My Mojo Working","Down The Road Apiece: Their EMI Recordings 1963-1966"
77,"Dwight Twilley Band","I'm On Fire","Sincerely / Twilley Don't Mind"
77,"Eddie Cochran","Pretty Girl","The Best of Eddie Cochran"
77,"Buffalo Springfield","I Am a Child","Last Time Around"
77,"Bill Withers","Who Is He (And What Is He To You)?","The Best of Bill Withers: Lean On Me"
77,"Rolling Stones","Stray Cat Blues","Beggars Banquet"
77,"J.J. Cale","Cajun Moon","Anyway The Wind Blows - The Anthology"
77,"Ann Peebles","Slipped, Tripped and Fell in Love","The Best of Ann Peebles: The Hi Records Years"
77,"Junior Wells","Hoodoo Man Blues","Hoodoo Man Blues"
77,"Harry Nilsson",Spaceman,"Greatest Hits"
77,"Mamas & The Papas","Twelve-Thirty (Young Girls Are Coming to The Canyon)","Greatest Hits"
77,"Arthur Alexander","A Shot of Rhythm and Blues","The Greatest"
77,Beatles,"Another Girl",Help!
77,"B.B. King","Worry, Worry","Live At The Regal"
77,"Elvis Presley","Run On","Elvis / Ultimate Gospel"
77,"Bo Diddley","Who Do You Love","His Best"
77,Strangeloves,"I Want Candy","I Want Candy: The Best of The Strangeloves"
77,"Ike & Tina Turner","Come Together","The Best of Ike & Tina Turner"
77,"Howlin' Wolf","Shake For Me","His Best"
78,"Freddy Cannon","Tallahassee Lassie","The Best of Freddy ""Boom Boom"" Cannon!"
78,"Frankie Miller","Ain't Got No Money","The Rock"
78,"Manfred Mann","I'm Your Kingpin","Down The Road Apiece: Their EMI Recordings 1963-1966"
78,"Rolling Stones","Fortune Teller","More Hot Rocks (Big Hits and Fazed Cookies)"
78,"Don & Dewey","Jungle Hop","Jungle Hop"
78,Monkees,"Let's Dance On","The Monkees (Deluxe Edition)"
78,"Paul Revere & The Raiders","Him Or Me - What's It Gonna Be?","Greatest Hits"
78,"Little Eva","Keep Your Hands Off My Baby","The Best of Little Eva"
78,"Cat Stevens",Trouble,"Mona Bone Jakon"
78,"Jeff Beck Group","Spanish Boots",Beck-Ola
78,"Les Paul with Mary Ford","Dialog & In The Mood","The Best of The Capitol Masters: 90th Birthday Edition"
78,Shadows,"Man Of Mystery","Shadows Are Go!"
78,"Kings Of Leon","Velvet Snow","Aha Shake Heartbreak"
78,Kinks,"A Gallon of Gas","Low Budget"
78,"Larry Williams","Slow Down","Bad Boy"
78,"Led Zeppelin","Your Time is Gonna Come","Led Zeppelin (Expanded Edition)"
78,"Sonny Boy Williamson","One Way Out","The Real Folk Blues / More Real Folk Blues"
78,"Elmore James","Done Somebody Wrong","The Sky Is Crying: The History of Elmore James"
78,Traffic,"Empty Pages","John Barleycorn Must Die (Deluxe Edition)"
78,"Ricky Nelson","For You","The Best of Ricky Nelson"
79,Animals,Roadrunner,"The Singles +"
79,"Johnny Winter","Rolllin' and Tumblin'","The Best of Johnny Winter"
79,"Travis Wammack","Tech-Nically Speaking","That Scratchy Guitar From Memphis"
79,"Manfred Mann","If You Gotta Go, Go Now","Down The Road Apiece: Their EMI Recordings 1963-1966"
79,"Left Banke","Pretty Ballerina","There's Gonna Be A Storm: The Complete Recordings 1966-1969"
79,McCoys,"Meet The McCoys","Hang On Sloopy: The Best of The McCoys"
79,McCoys,Fever,"Hang On Sloopy: The Best of The McCoys"
79,"Mose Allison","Your Mind Is On Vacation","The Best of Mose Allison"
79,"Muddy Waters","Trouble No More","The Anthology"
79,Faces,"Pool Hall Richard","The Best of Faces: good boys…when they're asleep.."
79,"Harry Nilsson","At My Front Door","Son of Schmilsson"
79,"Beach Boys","Let Him Run Wild","Today! / Summer Days (And Summer Nights!!)"
79,"Mink DeVille","Mixed Up, Shook Up Girl","Spanish Stroll 1977-1987"
79,"Arlo Guthrie","Coming Into Los Angeles","Running Down The Road"
79,"Rolling Stones","Susie Q","12 X 5"
79,"LaVern Baker","Voodoo Voodoo","Loud, Fast & Out of Control: The Wild Sounds of '50s Rock"
79,Kinks,"Till The End Of The Day","Picture Book (Box Set)"
79,"Buddy Holly","True Love Ways",Gold
79,"Roy Orbison","Candy Man","The All-Time Greatest Hits Of Roy Orbison"
79,"Fleetwood Mac","Need Your Love So Bad","The Best of Peter Green's Fleetwood Mac"
80,"Richard Berry","Louie Louie","Have """"Louie"""" Will Travel - The 1956-1962 Recordings"
80,"Carl Perkins","Right String But The Wrong Yo Yo","The Very Best of Carl Perkins - Blue Suede Shoes"
80,"Chuck Berry","No Money Down",Gold
80,"Bobby Comstock","Let's Stomp","Land of 1000 Dances 1956-1966, Volume 2"
80,"Jimmy Reed","I Ain't Got You","The Best of The Vee-Jay Years"
80,"Dusty Springfield","Little By Little","The Best of Dusty Springfield"
80,"Dwight Twilley Band",England,"Sincerely / Twilley Don't Mind"
80,"Arthur ""Big Boy"" Crudup","Rock Me Mama","That's All Right Mama"
80,"Velvet Underground","Rock And Roll","Peel Slowly and See (Box Set)"
80,Animals,"Mess Around","The Singles +"
80,"Ann Peebles","(You Keep Me) Hangin' On","The Best of Ann Peebles: The Hi Records Years"
80,"Arthur Alexander","You Better Move On","The Greatest"
80,Ventures,"Underground Fire - Radio Spot","Walk-Don't Run: The Best of The Ventures"
80,Ventures,"Slaughter On Tenth Avenue","Walk-Don't Run: The Best of The Ventures"
80,"Bobby Fuller Four","Let Her Dance","The Best of The Bobby Fuller Four"
80,Beatles,"I'm Looking Through You","Anthology 2"
80,"Little Richard","Ready Teddy",Essential
80,"Bo Diddley","Say Man","His Best"
80,Valentinos,"It's All Over Now","Sam Cooke's SAR Records Story 1959-1965"
80,"Rolling Stones","Can't You Hear Me Knocking","Sticky Fingers"
81,"Don & Dewey",Mammer-Jammer,"Jungle Hop"
81,Zombies,Indication,"The Singles A's & B's"
81,"Paul Revere & The Raiders","Just Like Me","Greatest Hits"
81,MC5,"Shakin' Street","The Big Bang! Best of The MC5"
81,"Bobby Fuller Four","Never To Be Forgotten","The Best of The Bobby Fuller Four"
81,"Rolling Stones","Long Long While","More Hot Rocks (Big Hits and Fazed Cookies)"
81,"Bill Withers","Use Me","The Best of Bill Withers: Lean On Me"
81,Traffic,"Shanghai Noodle Factory","Last Exit"
81,"Left Banke","Walk Away Renee","There's Gonna Be A Storm: The Complete Recordings 1966-1969"
81,"Sweet Inspirations","Sweet Inspiration","The Sweet Inspirations"
81,Band,"We Can Talk","Music From Big Pink"
81,"Mose Allison","I'm The Wild Man","The Best of Mose Allison"
81,"Eddie Hinton","Something Heavy","Playin' Around: The Songwriting Sessions (Vol. 2)"
81,"B.B. King","Sweet Little Angel","Live At The Regal"
81,"Jimi Hendrix Experience","Castles Made of Sand","Axis: Bold As Love"
